price,category,bedrooms,bathrooms,building_size,condominium_name,sku,geo_location,furnished_status,title,address,short_description,url
10900000,condo,3,2,83,Cameron Residences,CD66DD3A05245E2PH,"[121.01559,14.634713]",,"Pre Selling 83SQM 3BR in Quezon City Cameron Residences near Fisher Mall, Ayala","Mariblo, Quezon City","CAMERON RESIDENCES PRE SELLING 3 BEDROOM 83 SQM IN QUEZON CITY  Project:  Cameron Residences   Location:  Mapalad St. Brgy. Mariblo, Roosevelt Ave.,Quezon City   Nearby:  Mall / Market:  Fisher Mall U.P Town Center Mall Ayala Malls South Triangle Gateway Mall   School:  Ambassador School Miriam College Claret School of Quezon City Miriam High School Quezon City Science High School   Hospital:  New Era General Hospital Philippine Heart Center East Avenue Medical Center Lung Center Quezon City General Hospital   UNIT DETAILS:  83 sqm Bedroom 3 Toilet & Bath Balcony   Unit Details:  Living& Dining Area Kitchen Bedroom 1 Bedroom 2 Bedroom 3 Toilet & bathroom 1 Toilet & bathroom 2 Balcony   Available Units:  1Bedroom - 5.1M - 6.1M 2Bedrooms - 6.8M - 9.6M 3Bedrooms - 10.6M - 10.9M   PAYMENT TERMS: 12% Downpayment into 21 months = 1% Special Discount OR MOVE IN THROUGH CHINABANK PROMO 5% DP ONLY  AMENITIES / Facilities :  Entertainment Room Snack Bar Fitness Gym Leisure Pool Game Area Lounge Reception Lounge Children's Play Area Gazebo Kiddie Pool Lap Pool Leisure Pool Sky Lounge Sky Promenade Convenience Store Laundry Station Water Station 24hrs Security Elevator   For more info, please direct message me!",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/cameron-residences/pre-selling-83sqm-3br-in-quezon-city-cameron-resid-172756441478/
13000000,condo,2,2,90,Eastwood LeGrand,CD66C8956F85BF1PH,"[121.0798,14.60892]",,Unbeatable ₱13M Price: 2BR Loft with Parking for Sale in Eastwood City Legrand 3,"Eastwood City, Quezon City","Unfurnished 2-bedroom loft condo with 1 parking for sale in Eastwood City Selling price: 13,000,000  Grab this incredible opportunity to own a 90sqm 2-bedroom loft in the prestigious Eastwood Legrand 3, Eastwood City, Quezon City, for just ₱13M. This stunning unit, complete with 1 parking slot, is available at significantly below the BIR zonal valuation of ₱16.4M. Don't miss out on this rare offer!  Eastwood Legrand 3 is a preferred tower among the residential buildings in Eastwood City for its top-notch amenities. It is conveniently situated in Eastwood City Cyber Park, a vibrant, self-contained community with shopping malls, dining options, and business centers right at your doorstep.  Seize this chance before it's gone! Viewing by appointment only. Contact me to schedule a visit.",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/eastwood-legrand-1/unbeatable-13m-price-2br-loft-with-parking-for-sal-172442148728/
48000000,condo,3,3,141,Orean Place,CD66B1077042FEBPH,"[121.0387,14.65372]",,3Bedroom Pre selling Unit- Orean Residence | Vertis North QC,"North Avenue, Quezon City","Orean Residence the newest premium residential condominium in Vertis North, Quezon City UNIT Size - 141 sq.m 29Hectares of Prime Land  2 Hectares of Green Spaces Largest amenity size at 2,555 sqm in all Alveo standalone residential development  Amenities  Residential Lounge Social Spaces Wellness Gym Dance Studio Indoor Play Area Common Shower Area Outdoor Veranda Swimming Pool Outdoor Play Area Courtyard Thoughtfully curated amenities in fit various",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/3bedroom-pre-selling-unit-orean-residence-vertis-n-172287780872/
23166000,condo,2,2,88,Sentrove at Cloverleaf,CD66E2A61B2DD00PH,"[121.000537,14.653102]",,"2 Bedroom with Balcony in Cloverleaf Quezon City Starts at 32,300/ Month","Balingasa, Quezon City","Sentrove Cloverleaf QC.  "" Ayala's Gateway to the North""  Expresses the familiarity of home radiating with vibrance at the core of a dynamic local. A refreshing community uncovers life's treasures, bringing you a complete urban experience at the heart of access.  ✅Location V Accessible to/from key CBDs via major highways (EDSA, A. Bonifacio Ave, NLEX, Skyway Stage 3) and LRT •30 mins away from Makati and North Luzon • Located at the heart of CloverleafOffers direct access to Ayala MaNs Cloverleaf ✅Upgraded Urban Lifestyle •Offers direct access to Ayala Malls Cloverleaf ✅High Investment Potential • Alveo Brand • Property Management by APMC  Evrything is within reach * Connection to LRT1 Balintawak Station * Accessible via Edsa and A.Bonifacio Ave. * Close to Metro Manila Skyway 3 * Near Nlex * 15 minutes away from future Metro Manila Subway Near by Locations: -Ayala Mall Cloverleaf -Trinoma -Ayalamalls Vertis North -Landers Superstore -S&R Congressional -Grace Christian School -MCU -Philippine Cultural College -UST -FEU -UP Diliman -Philippine Heart Center -Nat'l Kidney and transplant Institute -St. Luke's Medical Center -Quezon Memorial Circle -Veteran's Memorial Golf Club  Amenities Co-working space/Flexible Study Board Room Function Room Play Area Multi-purpose Lawn And View Deck Lap/Lounge Pool Kiddie Pool Gym Meditation Garden  Building Features * Interior-designed Ground Floor lobby Amenity deck (located on the 8th floor) * Interior designed lobbies and select common areas • Mail room • Allocated emergency load for the common areas and residential units in case of power outage • Fire detection, alarm and sprinkler system • Two (2) fire exits per residential floor CCTV cameras in selected areas * RFID for parking and select common areas Security services and building maintenance  Unit Features - Kitchen system (countertop, cabinets and sink) Toilet fixtures (bathroom sink, toilet bowl, shower set and facial mirror) • Shower enclosure (for master T&B of 1BR and up only) Bedroom closet • Fire detection and alarm system • Audio guest annunciator • Provision for split-type air conditioning stub-out • Provision for telephone lines • Provision for fiber-to-the-home • Provision for T&B multi-point water heater (except for maid's T&B)  Investment Starts At: Studio: 12,000/ Month 1BR: 19,800/ Month 2BR: 32,300/ Month 3BR: 42,300/ Month  TURN OVER Q4 2027  ✅OFFERS EARLY MOVE IN✅  Payment Term Reservation: 100,000 Downpayment: 10% Monthly Amortization: 10% for 72 months (ZERO INTEREST) Balance: 80%  To Secure a unit: ✔️1 Valid ID ✔️Reservation Fee (Credit Card,Debit Card,PDC)  ✅FOREIGN AND LOCAL Investors are Welcome to Invest‼️",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/2-bedroom-with-balcony-in-cloverleaf-quezon-city-s-172804687676/
14000000,condo,2,2,71,Circulo Verde,CD66D530D17763CPH,"[121.077221,14.616594]",,2 Bedroom Fully Furnished Unit For Sale at Circulo Verde Bagumbayan Quezon City,"Libis, Quezon City","Looking for a new place to call home? Check out this comfy 2-bedroom condo in Circulo Verde, Quezon City! It’s got everything you need—a bright living space, a modern kitchen, and two bedrooms perfect for relaxing after a busy day. Plus, you’ll love the natural light and cool views from the windows. Circulo Verde is a great community with awesome amenities like a pool, gym, and even some green spaces to unwind. You’re also close to malls, restaurants, and main roads, making it super convenient whether you’re heading to work or out for some weekend fun. Perfect for anyone who wants a mix of city vibes and a laid-back lifestyle. Interested? Let’s set up a viewing—this might just be the home you’ve been looking for!  PROPERTY TYPE: 2F Majorca Residences, Circulo Verde 2-Bedroom (71 sq.m) w/ 1 assigned parking slot - master's bedroom w/ customized built-in shelves - master's bedroom veranda - 2nd bedroom/customized walk-in closet - bathroom with customized shower enclosure - 1 helper's room/storage area + half-bath/toilet for helper - Built-in kitchen cabinets - Built in pantry - Built-in bed (can accommodate up to California king-size bed) - 2-seater dining set - Appliances: 2 split-type inverter aircon (master's bedroom & living room) 1 inverter refrigerator 1 2-burner gas stove + range hood 1 shower heater  14,000,000.00 (Inclusive of CGT) Negotiable.",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/circulo-verde/2-bedroom-fully-furnished-unit-for-sale-at-circulo-172524769788/
12127000,condo,2,1,66,THE CRESTMONT,CD66D408499A2BCPH,"[121.035979,14.637561]",,"Pre Selling 2BR 66sqm in Quezon City near Fisher Mall, Gateway Mall","South Triangle, Quezon City","PRE SELLING 2BEDROOM 66SQM IN QUEZON CITY THE CRESTMONT  Project:  THE CRESTMONT   Location:  Panay Ave., South Triangle, Quezon City   Nearby:  Hospital:  Providence Hospital Capitol Medical Center East Avenue Medical Center Philippine Heart Center   School:  Quezon City High School Ambassador School St Claire School   Mall:  Fisher Mall Ayala Mall Trinoma Centris Station Mall Gateway Mall   UNIT DETAILS:  66 sqm 2 BEDROOM   Available Units:  1Bedroom - 6.3M - 7.3M 2Bedrooms - 10.1M - 12.2M 3Bedrooms - 14.2M - 14.4M   Payment Terms:  12% DP over DP Period + 21 months Downpayment extension MOVE IN THROUGH CHINABANK PROMO 5% DP ONLY   AMENITIES:  24-hour Security Arrival Court Convenience Store Landscaped Gardens Laundry Station Main Entrance Gate Open Lawn/Picnic Grove Perimeter Fence Pool Deck Pool Shower Area Pool Water Slides Provision for CCTV Cameras Standby Electric Generator Water Station WiFi Access Sky Lounge Fitness Gym Kiddie Pool Sky Deck Pool Lounge Area Children's Play Area Sky Promenade Entertainment Room Drop-Off Area   For more info, please direct message me!",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/pre-selling-2br-66sqm-in-quezon-city-near-fisher-m-172517178562/
2700000,condo,1,1,23,Circulo Verde,CD66E14D1755F84PH,"[121.065757,14.624747]",,"Bare Studio Unit for sale at Circulo Verde, Libis, Quezon City","Bagumbuhay, Quezon City","Looking for a new place to call home? Check out this comfy 2-bedroom condo in Circulo Verde, Quezon City!   Circulo Verde is a great community with awesome amenities like a pool, gym, and even some green spaces to unwind. You’re also close to malls, restaurants, and main roads, making it super convenient whether you’re heading to work or out for some weekend fun. Perfect for anyone who wants a mix of city vibes and a laid-back lifestyle. Interested? Let’s set up a viewing—this might just be the home you’ve been looking for!  PROPERTY TYPE: 3F Lleida Tower, Circulo Verde  -Spacious Studio unit (23 sqms) w/ balcony with nice view - bathroom with shower heater - Unit was never occupied  Price: Php 2,700,000.00 (BELOW MARKET VALUE!!) (Exclusive of CGT)",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/circulo-verde/bare-studio-unit-for-sale-at-circulo-verde-libis-q-172604136771/
7600000,condo,2,1,48,Covent Garden,CD66E543E568ECDPH,"[121.014874,14.612176]",270,2 Bedroom 40k monthly beside PUP manila Covent Garden in Sta Mesa manila,"Santol, Quezon City","Covent Garden
Developer: Megaworld
Prime Location Project of Megaworld in the Heart of Metro Manila (Sta.Mesa City)

We offer RFO and Pre selling units
Available Units:

2 Bedroom Suites Unit
35-40K Monthly
5%Downpayment to Move-in
Other units are also available
We suggest to book your appointment for faster transaction and FREE ACTUAL VIEWING, Message us Today!
Francis Dagum
Easy Requirments only
2 Valid ID
Proof of Billing
30K Reservation Fee
100% APPROVAL RATE!!!",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/covent-garden/2-bedroom-40k-monthly-beside-pup-manila-covent-gar-172630115737/
18732000,condo,2,2,91,Sentrove at Cloverleaf,CD665EAB8276554PH,"[121.000537,14.653102]",,"2 BEDROOM UNIT 91SQM 11TH FLOOR | CLOVERLEAF, BALINTAWAK QUEZON CITY","Balingasa, Quezon City","SENTROVE | CLOVERLEAF Turnover: 4th Quarter of 2027  Invest with Ayala Land’s newest residential condominium across Ayala Malls Cloverleaf— Sentrove. This 11-hectare mixed-use development presents a seamless array of urban conveniences– retail next-door, work across the street, businesses within reach; this neighborhood keeps you close to your roots.  -Highly Accessible via NLEX, EDSA, A.BONIFACIO AVE, and SKYWAY STAGE 3. - Connection to LRT1 Station Balintawak - 30 mins away from Makati and North Luzon - Offers direct access to Ayala Malls Cloverleaf - High Investment Potential  1 BEDROOM UNIT 55SQM 18TH FLOOR CASH PRICE: P18,732,000 (Also available in installment plan, payable for 47 months w/ 0% Interest)  Available unit: Studio Type - 31 sqm 1BR - 57 sqm 2BR - 91 sqm 3BR - 120 sqm  Send us a message and schedule a site visit and check our model units:",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/2-bedroom-unit-91sqm-11th-floor-cloverleaf-balinta-171748032263/
19200000,condo,3,2,95,One Delta Terraces,CD66D6A74A611FDPH,"[121.0232,14.63518]",,"Pre Selling 3BR 95sqm in Quezon City near Fisher Mall, Capitol Medical Center,","Quezon Avenue, Quezon City","Pre Selling 3 BEDROOM 95 SQM IN QUEZON CITY ONE DELTA TERRACES  Project:  ONE DELTA TERRACES   Location:  Quezon Avenue Brgy, Quezon City, Metro Manila   Nearby:  Hospital:  St. Luke Medical Center Province Hospital East Avenue Medical Center Capitol Medical Center Quezon City General Hospital   School:  St. Mary College UP Diliman University of Sto Tomas Far Eastern University Ateneo De Manila   Mall:  Fisher Mall Solaire North Vertis North Eton Centris Trinoma   UNIT DETAILS:  95 sqm 3 bedroom   Available Units:  Studio - 29sqm - 37sqm = 6.6M - 8.7M 2Bedrooms - 50sqm - 86sqm = 10.4M - 17.5M 3Bedrooms - 85.5sqm - 95.5sqm = 16.5M - 19.2M   AMENITIES:  Reception lobby Open Lounge Utility Area Commercial Area Game Area Play Area Fitness Gym Outdoor Fitness Area Entertainment Room Kiddie Pool Leisure Pool Open Sky Lounge Sky Promenade Snack Bar Lap Pool / Lounge Pool   For more info, please direct message me!",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/pre-selling-3br-95sqm-in-quezon-city-near-fisher-m-172534356279/
10400000,condo,2,1,50,One Delta Terraces,CD66D6A6CCA7C95PH,"[121.0232,14.63518]",,"Pre Selling 50sqm 2BR in Quezon City near FEU, Trinoma, East Ave. Medical Center","Quezon Avenue, Quezon City","Pre Selling 2 BEDROOM 50 SQM IN QUEZON CITY ONE DELTA TERRACES  Project:  ONE DELTA TERRACES   Location:  Quezon Avenue Brgy, Quezon City, Metro Manila   Nearby:  Hospital:  St. Luke Medical Center Province Hospital East Avenue Medical Center Capitol Medical Center Quezon City General Hospital   School:  St. Mary College UP Diliman University of Sto Tomas Far Eastern University Ateneo De Manila   Mall:  Fisher Mall Solaire North Vertis North Eton Centris Trinoma   UNIT DETAILS:  50 sqm 2 bedroom   Available Units:  Studio - 29sqm - 37sqm = 6.6M - 8.7M 2Bedrooms - 50sqm - 86sqm = 10.4M - 17.5M 3Bedrooms - 85.5sqm - 95.5sqm = 16.5M - 19.2M   AMENITIES:  Reception lobby Open Lounge Utility Area Commercial Area Game Area Play Area Fitness Gym Outdoor Fitness Area Entertainment Room Kiddie Pool Leisure Pool Open Sky Lounge Sky Promenade Snack Bar Lap Pool / Lounge Pool   For more info, please direct message me!",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/pre-selling-50sqm-2br-in-quezon-city-near-feu-trin-172534343671/
7988000,condo,2,1,54.5,The Erin Heights,CD66D7C8BA9DDC6PH,"[121.082236,14.665648]",,Preselling 2 Bedroom Condo For Sale in The Erin Heights Quezon City near UP,"Matandang Balara, Quezon City","Preselling 2 Bedroom Condo For Sale in The Erin Heights Quezon City near UP Diliman  THE ERIN HEIGHTS Tandang Sora Avenue corner Commonwealth Avenue, Quezon City Target Turnover Date: starts October 2027  Capitalizing on ongoing infrastructure developments around the area, DMCI Homes is set to introduce its newest project in Quezon City—The Erin Heights—to offer a timely and innovative development that fits the requirements of new normal living.  Soon to rise along Commonwealth Avenue in Tandang Sora, Quezon City, the single-tower development is Quadruple A developer’s answer to the call for secure, exclusive, and upscale high-rise living in this side of the metro.  Units Offered: Studio - 32.5sqm 2 Bedrooms - 48.5sqm-64.5sqm 3 Bedrooms - 76.5sqm-87sqm  Payment Terms: Reservation: P20,000  Standard Term: 30% Downpayment, 70% Balance thru In House or Bank Financing Promo Term of the Month: 12% Downpayment payable up to turnover date, 88% Balance Thru Bank Financing   For project presentation & property tour, contact: MICHELLE MADARANG Property Investment Expert Real Estate Broker No. 19349 PAREB-QCRB, Member BNI Elite, Member DMCI Homes Broker since 2012  “A home is where your story begins.”  Are you a first time property buyer who wants to know the ins & outs of investing in real estate? Are you looking to acquire your new family home? Are you looking to invest in real estate to grow your money? Do you have a property that you intend to sell or to lease out?  Let's talk.",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/the-erin-heights/preselling-2-bedroom-condo-for-sale-in-the-erin-he-172541765873/
5188000,condo,1,1,32,Infina Towers,CD66D7BCA96C060PH,"[121.06934,14.624867]",,RFO 1 Bedroom Condo For Sale in Infina Towers Quezon City near Katipunan,"Marilag, Quezon City","RFO 1 Bedroom Condo For Sale in Infina Towers Quezon City near Katipunan  Infina Towers Location: Aurora Boulevard, Quezon City Ready For Occupancy  For the ever-active urban dwellers, a new address matches their modern taste. Standing proudly along Aurora Boulevard, Infina Towers is a beautiful balance of dynamic metro lifestyle and soothing recreational fervor.  Units Available: 1 Bedroom - 29sqm - 36sqm 2Bedrooms - 48.5sqm - 53.5sqm  Payment Terms: Reservation: P20,000  Standard Term: 30% Downpayment, 70% Balance thru In House or Bank Financing Promo Term of the Month: 12% Downpayment payable up to 21 months, 88% Balance Thru Bank Financing   For project presentation & property tour, contact: MICHELLE MADARANG Property Investment Expert Real Estate Broker No. 19349 PAREB-QCRB, Member BNI Elite, Member DMCI Homes Broker since 2012  “A home is where your story begins.”  Are you a first time property buyer who wants to know the ins & outs of investing in real estate? Are you looking to acquire your new family home? Are you looking to invest in real estate to grow your money? Do you have a property that you intend to sell or to lease out?  Let's talk.",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/infina-towers/rfo-1-bedroom-condo-for-sale-in-infina-towers-quez-17254145697/
16500000,condo,3,2,85,One Delta Terraces,CD66D6A3FBBB4ADPH,"[121.0232,14.63518]",,"Pre Selling 3BR 85sqm in Quezon City near Ateneo De Manila, Fisher Mall, Trinoma","Quezon Avenue, Quezon City","Pre Selling 3 BEDROOM 85SQM IN QUEZON CITY ONE DELTA TERRACES  Project:  ONE DELTA TERRACES   Location:  Quezon Avenue Brgy, Quezon City, Metro Manila   Nearby:  Hospital:  St. Luke Medical Center Province Hospital East Avenue Medical Center Capitol Medical Center Quezon City General Hospital   School:  St. Mary College UP Diliman University of Sto Tomas Far Eastern University Ateneo De Manila   Mall:  Fisher Mall Solaire North Vertis North Eton Centris Trinoma   UNIT DETAILS:  85 sqm 3 BEDROOM   Available Units:  Studio - 29sqm - 37sqm = 6.6M - 8.7M 2Bedrooms - 50sqm - 86sqm = 10.4M - 17.5M 3Bedrooms - 85.5sqm - 95.5sqm = 16.5M - 19.2M   AMENITIES:  Reception lobby Open Lounge Utility Area Commercial Area Game Area Play Area Fitness Gym Outdoor Fitness Area Entertainment Room Kiddie Pool Leisure Pool Open Sky Lounge Sky Promenade Snack Bar Lap Pool / Lounge Pool   For more info, please direct message me!",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/pre-selling-3br-85sqm-in-quezon-city-near-ateneo-d-172534271596/
17500000,condo,2,1,86,One Delta Terraces,CD66D6A2FC3A524PH,"[121.0232,14.63518]",,"2BR 86sqm Pre Selling in Quezon City near Province Hospital, UST, Vertis North","Quezon Avenue, Quezon City","Pre Selling 2 BEDROOM 86SQM IN QUEZON CITY ONE DELTA TERRACES  Project:  ONE DELTA TERRACES   Location:  Quezon Avenue Brgy, Quezon City, Metro Manila   Nearby:  Hospital:  St. Luke Medical Center Province Hospital East Avenue Medical Center Capitol Medical Center Quezon City General Hospital   School:  St. Mary College UP Diliman University of Sto Tomas Far Eastern University Ateneo De Manila   Mall:  Fisher Mall Solaire North Vertis North Eton Centris Trinoma   UNIT DETAILS:  86 sqm 2 BEDROOM   Available Units:  Studio - 29sqm - 37sqm = 6.6M - 8.7M 2Bedrooms - 50sqm - 86sqm = 10.4M - 17.5M 3Bedrooms - 85.5sqm - 95.5sqm = 16.5M - 19.2M   AMENITIES:  Reception lobby Open Lounge Utility Area Commercial Area Game Area Play Area Fitness Gym Outdoor Fitness Area Entertainment Room Kiddie Pool Leisure Pool Open Sky Lounge Sky Promenade Snack Bar Lap Pool / Lounge Pool   For more info, please direct message me!",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/2br-86sqm-pre-selling-in-quezon-city-near-province-172534246018/
8700000,condo,1,1,37,One Delta Terraces,CD66D6A24B414F4PH,"[121.0232,14.63518]",,"Pre Selling Studio Type 37 sqm in Quezon City near Ayala Mall, Ateneo, Trinoma","Quezon Avenue, Quezon City","Pre Selling Studio Type 37SQM IN QUEZON CITY ONE DELTA TERRACES  Project:  ONE DELTA TERRACES   Location:  Quezon Avenue Brgy, Quezon City, Metro Manila   Nearby:  Hospital:  St. Luke Medical Center Province Hospital East Avenue Medical Center Capitol Medical Center Quezon City General Hospital   School:  St. Mary College UP Diliman University of Sto Tomas Far Eastern University Ateneo De Manila   Mall:  Fisher Mall Solaire North Vertis North Eton Centris Trinoma   UNIT DETAILS:  37 sqm Studio   Available Units:  Studio - 29sqm - 37sqm = 6.6M - 8.7M 2Bedrooms - 50sqm - 86sqm = 10.4M - 17.5M 3Bedrooms - 85.5sqm - 95.5sqm = 16.5M - 19.2M   AMENITIES:  Reception lobby Open Lounge Utility Area Commercial Area Game Area Play Area Fitness Gym Outdoor Fitness Area Entertainment Room Kiddie Pool Leisure Pool Open Sky Lounge Sky Promenade Snack Bar Lap Pool / Lounge Pool   For more info, please direct message me!",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/pre-selling-studio-type-37-sqm-in-quezon-city-near-172534228385/
5150000,condo,2,1,54,Zinnia Towers,CD66E7ECF132D62PH,"[121.076504,14.640624]",,2 Bedroom for sale Zinnia Towers Katipunan Metro Manila near LRT-1 Roosevelt,"Katipunan, Quezon City","Zinnia Towers in North EDSA Quezon City by DMCI Homes. Resort themed high rise very accessible to Edsa, Congressional Ave. Very near LRT Munoz and MRT North Avenue. A few minutes away SM North Edsa, Trinoma & Vertis North.  Only 2.9 km to Skyway 3 - 20 minute hassle free drive to Makati.  Amenities: 2 Swimming pools, Basketball court, Playground, Big garden, 3 Level Clubhouse, Gym, Gazebo, Entertainment Room, Function rooms, Skylounge  43rd floor of South Tower, 54 sqm 2BR 1T&B with balcony.  Korean layout with living room having direct access to balcony  Unit is facing West but also gets morning sun from sky garden opening  Selling Price; Php5,150,000=P95K/sqm only  With a minimum downpayment of 20%=Php1,030,000.00  Unit is vacant and ready to view.  Official Price of Developer is Php6,930,000.00   ***Picture of unit are sample only***   affordable 2 BR condo for sale QC 2 BR Zinnia Tower For sale EDSA Condo Balintawak Quezon City 2 BR condo Zinnia Towers Quezon City 2 bedroom condo for sale near SM North & Trinoma DMCI Homes Zinnia Towers for sale Condos For Sale in Quezon City near Vertis North DMCI Homes Quezon City condo 2 bedroom for sale For sale Condo Quezon City",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/zinnia-towers-1/2-bedroom-for-sale-zinnia-towers-katipunan-metro-m-172756481826/
6000000,condo,2,1,49.5,Vine Residences,CD665519CE3A563PH,"[121.0521,14.7214]",,"2 Bedrooms Loft Type for sale in Vine Residences SM Novaliches, Quezon City","Novaliches, Quezon City","Vine Residences by SMDC is located right inside SM City Novaliches complex. Everything is within reach. Shop in any of over 200 retail stores, dine in over 40 restaurants or watch a movie in any of its digital cinemas, lifestyle like no other.  We offer: * 5% DP Only to MOVE-IN * Flexible Payment terms (15% in 30mos, 85% Bank financing) * Property Appreciation Every Year * World Class Amenities * Mall Intergration development * Professional Property Management  Reason to Invest in Vine Residences: * High Return of Investment * Passive Income * Lifetime Ownership * Prime Location * Hotel-Like Lobbies * Resort-styled amenities * Good for rentals business * Good for Staycation * Good for AirBnB Business * High resale value  Available Units: * 2 BR - 29.65 SQM * 2 BR With Balcony - 31.65 SQM * 2 BR Loft type - 49.5 SQM  Amenities: * 2 Adult Lounge Pools * 1 Children's Splash Pool * Children's Play zone * Sunken Gardens * Eco Trail * Basketball Court / Volleyball Court * Gazebo * Camp Hill Site  Features: * Individual Mail boxes * Upper and Lower Ground Floor Parking * Overhead Water Tank * Sufficient Fire Exits * Stand-By Generator Set for Common Areas * Centralized Cistern Tank * Automatic Fire Alarm * Natural Air Ventilation * CCTV in Common Areas * 24/7 Security * 2 Elevators per Tower  Our Service Providers: * Water - Maynilad * Electricity - Meralco * Internet - Depends on the Owner / Tenant  Nearby Location: Mall Shopping Centers & Groceries * SM Novaliches (Infront of Vine Residences) * SM City Fairview (3 KM) * SM North Edsa (5 KM)  Educational Institutions: * Our Lady of Lourdes Technological College (1 KM) * Sacred Heart Academy (3 KM) * FEU - NRMF (3 KM)  Health Institutions: * FEU - NRMF Hospital (3 KM) * Veterans Memorial Medical Center (5 KM) * National Kidney and Transplant Institute (5 KM) * Lung Center of the Philippines (5 KM) * Philippine Heart Center (5 KM) Place of Worship: * San Bartolome Parish (.90 KM) * Iglesia Ni Kristo (0.90 KM) * Good Shepherd Cathedral (3.20 KM)  Requirements: * Valid IDs * Signed Reservation Agreement  Reservation Fee: 25,000 Down payment: 15% Payable in 30 months ( 0% Interest) Balance: 85% Bank financing (Payable max up to 25 Years Term)",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/vine-residences/2-bedrooms-loft-type-for-sale-in-vine-residences-s-171689315425/
7000000,condo,2,2,77,Olympic Heights,CD664E02158A7E6PH,"[121.0443089,14.6621443]",,For Sale: 2-Bedroom Condo in Eastwood Olympic Heights Tower 2,Quezon City,"For Sale: 2-Bedroom Condo in Eastwood Olympic Heights Tower 2
Location: Eastwood Olympic Heights, Tower 2, 26th Floor, Bagumbayan, Quezon City
Features:

  2 Bedrooms with comfortable living spaces
  2 T&Bs with modern fixtures and amenities
  Total living area of 77 SQM (approximately)
  Unbeatable views of the city skyline from the 26th floor
  Close proximity to major commercial centers, restaurants, and entertainment hubs

Price: PHP 7,000,000.00",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/for-sale-2-bedroom-condo-in-eastwood-olympic-heigh-171638837353/
5700000,condo,1,1,43.5,El Jardin del Presidente,CD667669CB7758DPH,"[121.0528,14.6462]",,Condo for Sale in South Triangle Quezon City near ABS and GMA 7,"Diliman, Quezon City","Condo for Sale in South Triangle Quezon City P5,700,000  EL JARDIN DEL PRESIDENTE 2 Sgt. Esguerra Ave., South Triangle, Quezon City near ABS CBN, Eton Centries & GMA 7 developed by Megaworld Corporation  PREOWNED/RESALE: - 43.5 sq.m. Executive Studio - semi-furnished & interior-designed - 8th Floor - pet friendly - CLEAN TITLE  viewing is by APPOINTENT /ts/rbg",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/el-jardin-del-presidente/condo-for-sale-in-south-triangle-quezon-city-near-171903636365/
